course_title,content_duration,price
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",3.0,50.0
Yield Curve Dynamics,3.0,50.0
Photoshop Tools 101,3.0,50.0
How to Make IT Work Successfully in Capital Markets,3.0,50.0
Aprende a tocar el clarinete.  ,3.0,50.0
"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",3.0,50.0
Trading For Busy People,3.0,50.0
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,3.0,50.0
Equity Swaps,3.0,50.0
Aprende a tocar Jazz y Ritmos Latinos en la guitarra,3.0,50.0
Build a Chatbot integrated Website using Bootstrap 4,3.0,50.0
Aprende a improvisar en la guitarra eléctrica,3.0,50.0
Tax made simple for Limited Company Owners and Contractors,3.0,50.0
Mit Finanzwissen zu besserem Unternehmertum,3.0,50.0
Aprende a tocar el contrabajo sin complicaciones,3.0,50.0
Aprende todos los secretos de la salsa para piano,3.0,50.0
Forex Management - Detailed Study for CA / CS / CFA Exams,3.0,50.0
Photoshop Course: Design an eBook Cover in Photoshop,3.0,50.0
The 80/20 Beginner Guitar Course,3.0,50.0
Slide Guitar- Slide Soloing Essentials,3.0,50.0
Aprende a tocar la guitarra acústica como un profesional,3.0,50.0
Learn Jazz Piano Today,3.0,50.0
Aprende a tocar la flauta dulce de forma sencilla y gradual,3.0,50.0
Digital Asset Designer: Creating and Selling Mockups,3.0,50.0
Modern Rock Guitar Techniques,3.0,50.0
"Technical Analysis Primer for trading Stocks, Bonds & Forex",3.0,50.0
Learn To Invest In 7 Steps,3.0,50.0
トレーディングビュー徹底攻略2017年版,3.0,55.0
Advanced Node.js Development,3.0,55.0
Learn SASS and improve your CSS,3.0,55.0
Create Fast RESTful APIs with Lumen and Homestead by Laravel,3.0,60.0
Buying Call and Put Options - Options beginner strategies,3.0,60.0
"Options Foundation - Time Decay, Implied Volatility, Greeks",3.0,60.0
Learn Call Options and Put Options - Introduction to Options,3.0,60.0
Learn to Trade for Profit:Trading with Japanese Candlesticks,3.0,60.0
Start Web Development with GIS Map in JavaScript,3.0,60.0
"Build Realtime Apps | React Js, Golang & RethinkDB",3.0,60.0
"Music Theory, Guitar and Ear Training",3.0,60.0
Arpeggios for Guitar made Easy! Dominate the Fretboard,3.0,65.0
"Learn Piano with Beyer, 15 Minutes Challenge",3.0,65.0
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,3.0,70.0
Building Responsive Websites with Bootstrap 3 Framework,3.0,75.0
Learning Object-Oriented JavaScript,3.0,75.0
Kali Linux Web App Testing,3.0,75.0
Trading strategies with common sense technical analysis,3.0,75.0
Bootstrap Basics: Program Responsive Websites,3.0,75.0
Forex Prep Academy for Beginners-Real trades!,3.0,75.0
Piano Lessons For Beginners: Learn Piano Quickly And Easily,3.0,75.0
Learn the Violin - Scales and Fundamentals,3.0,80.0
Worship Piano: From Beginner to Pro,3.0,80.0
Step by Step Build Your Template by Bootstrap 4 from scratch,3.0,80.0
Investing in Stocks? Master The Art of Covered Calls Selling,3.0,80.0
React VR - Creating Virtual Reality Apps,3.0,80.0
Building Web Applications with Spring MVC,3.0,85.0
The Complete HTML and CSS Course For Beginners,3.0,85.0
Beginner to Pro - Financial Analysis in Excel 2017,3.0,95.0
Acoustic Guitar Lessons For Beginners,3.0,95.0
Mastering TypeScript,3.0,95.0
"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",3.0,95.0
LaTeX A-Z: from beginner to advance in less than 3 hour,3.0,95.0
Mastering Meteor: Reactive Full Stack JavaScript,3.0,95.0
Clarinet Lessons For Beginners,3.0,95.0
Tenor Saxophone Lessons For Beginners,3.0,95.0
Alto Saxophone Lessons For Beginners,3.0,95.0
Startup Business: How To Raise Seed Capital,3.0,95.0
Learn to Trade for Profit: Find and Trade Winning Stocks,3.0,95.0
Trombone Lessons For Beginners,3.0,95.0
Learn to Trade for Profit: Finding Winning Stocks - Chinese,3.0,95.0
Piano for Singer/Songwriters | Write Songs and Perform Live!,3.0,100.0
Regular Expressions for Beginners - Universal,3.0,100.0
jQuery for Beginners - Create Website Animations Easily,3.0,100.0
"Learn HTML, A practical guide from scratch to HTML 5",3.0,100.0
How To Sell Your Art Online With ETSY,3.0,100.0
Create a Dynamic User Registration Form from scratch,3.0,100.0
Javascript Intermediate level 1 - Mastering the DOM,3.0,100.0
Learn JavaScript Dynamic Interactive Projects for Beginners,3.0,100.0
Get started Creating Websites Everything you need provided,3.0,100.0
Start Writing JavaScript Today - Beginner JavaScript Course,3.0,100.0
Advanced Technical Analysis PART1!,3.0,100.0
Playing Piano:  Play Chords and Popular Pieces Vol.I,3.0,100.0
Comment jouer du Pianoforte,3.0,100.0
JavaScript 2017: Become Top Rated Web Developer,3.0,115.0
Learn the Violin - No Music Experience Necessary!,3.0,120.0
"Master 'Technical Analysis and Chart reading skills Bundle""",3.0,120.0
Blues School! A Course For Beginners in Blues Piano & Improv,3.0,120.0
Building Websites JavaScript and the DOM,3.0,120.0
Stock Market investment: Practical Accounting,3.0,125.0
Stock Market investment:Non financial fundamental analysis,3.0,125.0
Forex Trading: Your Complete Guide to Get Started Like a Pro,3.0,140.0
Apprendre à trader sur le marché du Forex - guide complet,3.0,140.0
Learn OAuth 2.0 - Theory and Hands On,3.0,145.0
Learn UI/UX and Mobile App Design in Photoshop from Scratch,3.0,145.0
Master the Art of Web Design with HTML & CSS,3.0,145.0
The Complete Financial Statement Analysis Course,3.0,150.0
Accounting & Financial Statement Analysis: Complete Training,3.0,150.0
Codeigniter: How to use Codeigniter that drives knowledge,3.0,150.0
Quick learning jQuery web development,3.0,150.0
Vector Logo Design in Affinity Designer,3.0,150.0
Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,3.0,150.0
TopTrader Academy - Complete Options Course,3.0,150.0
Trading Penny Stocks: A Guide for All Levels In 2017,3.0,150.0
FOREX: From Zero To Hero,3.0,150.0
jQuery Fundamentals Powerful Bootcamp for beginners,3.0,150.0
Pop and Jazz Keyboards and Harmony (beginner level),3.0,180.0
"Forex Strategies: Kelly Criterion, Larry Williams and more!",3.0,185.0
Photoshop CC 2017 for Beginners: Master Photoshop Essentials,3.0,195.0
Value Investing and Stock Market Fundamentals,3.0,195.0
Angular 2+ with Typescript - Essential Training,3.0,195.0
HTML and HTML5 For Beginners 2016,3.0,200.0
Trade Pullback Candlestick Strategy - Make Consistent Pips,3.0,200.0
Complete Short Financial Ratio Course for Financial Analysis,3.0,200.0
Forex Trading Masterclass - Learn To Trade Better,3.0,200.0
"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",3.0,200.0
Stock market Investing Encyclopedia: How to invest in stocks,3.0,200.0
Learn Professional Book-Cover Designing Photoshop 4 Beginner,3.0,200.0
How to set up a Web Server From Scratch to One Fully Managed,3.0,200.0
"Bitcoin: el futuro del dinero, hoy",3.0,200.0
"The True ' Secret Sauce  For Stock Market Success""",3.0,200.0
Build your own Beautiful Blog in WordPress + SEO,3.0,200.0
Python Algo Trading: FX Trading with Oanda,3.0,200.0
Certificate in MYOB AccountRight Premier 2017 Course,3.0,200.0
Complete Codeigniter: From Beginner to Advanced,3.0,200.0
"Create Complete Sign up System using PHP, jQuery and Ajax",3.0,200.0
Canva: Design and Sell Your Own Professional Canva Designs,3.0,200.0
Learn to Build Websites using Twitter Bootstrap,2.5,0.0
Angular Tutorial For Beginners,2.5,0.0
Figure Drawing From Life Using The Reilly Technique.,2.5,0.0
Photoshop Essentials - Uma Introdução Detalhada,2.5,0.0
Master ECMAScript 2015 (ES6),2.5,0.0
Become A Forex Trader - Forex trading like a professional,2.5,0.0
Wordpress Website Mastery 2017,2.5,0.0
Building a Search Engine in PHP & MySQL,2.5,0.0
Adobe Indesign CC Başlangıç,2.5,0.0
Learn to play in the Key of G on any Bluegrass Instrument,2.5,0.0
"IAS 8-Accounting Policies ,Changes in Accounting Estimates",2.5,0.0
"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",2.5,0.0
HTML for Beginners,2.5,0.0
Beginners Guide to Stock Market Investing,2.5,0.0
Introduction to Laravel 4,2.5,0.0
Primeros Pasos con Photoshop CC,2.5,0.0
Investimento em Ações para Leigos,2.5,20.0
Guitar 201: Breakthroughs,2.5,20.0
Learn Quickbooks to maintain books properly,2.5,20.0
Mundharmonika spielen - mein schönstes Hobby,2.5,20.0
Design while you learn InDesign CC,2.5,20.0
Bootstrap 3 Beginners: Create a Professional Landing Page,2.5,20.0
PSD to Bootstrap 3 for Beginners using HTML & CSS,2.5,20.0
Learn Html5 & CSS3 from scratch,2.5,20.0
Learn Guitar in 21 Days,2.5,20.0
The Ultimate jQuery Course,2.5,20.0
Guitar Chords and Basic Strumming,2.5,20.0
Graphic Design: Double Your Sales With Canva,2.5,20.0
Credit Repair from a Financial Institution,2.5,20.0
株式投資で本当のテクニカル分析ができるようになる,2.5,20.0
Cost Accounting Marginal Costing Theory and Practice,2.5,20.0
Ultimate JavaScript Objects,2.5,20.0
"Credit concepts and checklist for bankers, credit analyst",2.5,20.0
Blues Guitar Lessons - From Texas To Carolina,2.5,20.0
Cost Accounting Crash Course,2.5,20.0
"ASP.NET Core MVC, Quick and Practical",2.5,20.0
Introduction to Bootstrap 3,2.5,20.0
DIY Beautiful Social Graphics That Don't Require Photoshop,2.5,20.0
Cost Accounting Overheads (Professional Course Level),2.5,20.0
Cartoon Game Logo Design using Photoshop,2.5,20.0
Financial Reporting - Fundamentals/Basics,2.5,20.0
Forex trading Basic to advance Professional Level course,2.5,20.0
"Learn to Code in HTML5, CSS3, and JavaScript",2.5,20.0
Manual Bookkeeping,2.5,20.0
Guitarra Acústica en Siete Días,2.5,20.0
Fundamentals of Accounting for Business Owners,2.5,20.0
Forex Trading - Advanced Fundamental Analysis,2.5,20.0
Blues Guitar Lessons: Play Like the Greats - All Levels,2.5,20.0
4 Week Rhythm Mastery,2.5,20.0
Beginning Flute Lessons,2.5,20.0
PHP: Complete Registration and Login with Email Verification,2.5,20.0
Write a Successful Business Grant Proposal,2.5,20.0
The Complete Web Developer Masterclass: Beginner To Advanced,2.5,20.0
Finance for Non-Finance: Learn Quick and Easy,2.5,20.0
The 7 Day Guitar Method,2.5,20.0
Accounting 101-Master Class for Understanding Business,2.5,20.0
Learn Azure Cloud Step by Step,2.5,20.0
Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,2.5,20.0
Learn JavaScript from scratch,2.5,20.0
Accounting Concepts For Technocrats,2.5,20.0
Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,2.5,20.0
Canva Complete Course For Graphics Design | 20 Projects,2.5,20.0
Build A YouTube Downloader With C# And GitHub,2.5,20.0
Bitcoin - A Comprehensive Guide,2.5,20.0
Django Tutorial: Build Your First App Fast & Free! ,2.5,20.0
Blues Guitar Lessons - Blues Guitar - Robert Johnson,2.5,20.0
CSS Web Development Crash Course,2.5,20.0
The Everyday Investor: Building Wealth with Venture Capital,2.5,20.0
Learn How To Play 25 Classic Hip Hop Songs,2.5,25.0
Unit Testing AngularJS: Build Bugfree Apps That Always Work!,2.5,25.0
Forex Breakout Profits: The Definitive Guide,2.5,25.0
Auditing Basics (Professional Course Level),2.5,25.0
Master Angular 2 - The No Nonsense Course,2.5,25.0
Bitcoin Peer Investing: How To Generate Double Digit Returns,2.5,25.0
T-Shirt Design Workshop 02: Mixed Media Design,2.5,25.0
Play the Jews Harp - instant skills for non musicians.,2.5,25.0
Piano With A Pro,2.5,25.0
Trading con retrocesos de Fibonacci,2.5,25.0
Economics for beginners - Various Concepts,2.5,25.0
The Ultimate Method for Learning Modern Piano & Keyboards,2.5,25.0
Learn how to convert PSD to HTML and CSS responsive,2.5,30.0
How to Design a Logo - a Beginners Course,2.5,30.0
Fantasy map design,2.5,30.0
Adobe After Effect: Create 15 Advance Motion Graphic Element,2.5,30.0
Six Stage Negotiation,2.5,30.0
Introducción a la Contabilidad,2.5,30.0
Wordpress - Create an Outstanding Website in 2 hours,2.5,30.0
Finance - Ratios Analysis & Interpretations,2.5,30.0
Modern Country Guitar: Technique Booster,2.5,30.0
Adobe Photoshop CC for Photographers Advanced,2.5,30.0
Drupal 7 for Beginners,2.5,35.0
Become a Logo Designer: Guide to Complimentary Logo Software,2.5,35.0
Nuke X: Aprende composición digital,2.5,35.0
Learn Rails Programming in Less than 2 Hours,2.5,35.0
Adobe InDesign CC 2017 Quick Start,2.5,35.0
Letras en Adobe Illustrator,2.5,40.0
Level 1 2014 CFA® Program – Derivatives,2.5,40.0
Adobe Illustrator Fast Track,2.5,40.0
Java Spring Security,2.5,40.0
"Learn animation using CSS3, Javascript and HTML5",2.5,40.0
"Learn Calligraphy, Handwriting animation wz After Effects",2.5,40.0
Icon Design Masterclass: Learn Icon Design Principles,2.5,40.0
Learn Photo Manipulation - Build 3 projects,2.5,40.0
Piano With Willie: Blues n' Boogie Vol. 1,2.5,40.0
Bookkeeping Made Simple,2.5,40.0
Piano With Willie: Blues n' Boogie Vol. 3,2.5,40.0
Curso de Diseño e Ilustracion de Armas para Videojuegos,2.5,40.0
Budgeting for Business,2.5,40.0
101 Awesome Rockabilly Guitar Licks,2.5,40.0
Piano With Willie: Blues n' Boogie Vol. 2,2.5,40.0
Electric Guitar for Beginners - RockStarter Level 1,2.5,40.0
Mike G's Beginner Drum Course: Part 2,2.5,40.0
Navigate the 10-K and Other Financial Reports,2.5,40.0
Financial Modeling for Business Analysts and Consultants,2.5,45.0
"Jekyll: make fast, secure static sites and blogs with Jekyll",2.5,45.0
Acoustic Guitar After The Basics,2.5,45.0
Design Tickets and Vouchers in Photoshop and Illustrator,2.5,45.0
Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,2.5,45.0
Editorial Illustration Tutorial: From Drawing to Photoshop,2.5,45.0
The Pro Ruby on Rails Starter,2.5,45.0
"Installing Wordpress 4 - Installation, Registrars & Hosting",2.5,45.0
Sketch 3: Design a mobile application from scratch,2.5,45.0
Don't Let Your Customers Run Your Business,2.5,50.0
Financial Statements Analysis: Learn to Invest Like a Pro!,2.5,50.0
Laravel Account Activation Project,2.5,50.0
JQuery Create Overlay Popups from scratch using Jquery,2.5,50.0
Pedais de efeito para Contrabaixo,2.5,50.0
Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,2.5,50.0
Hot Trading Investing Strategy: ETF and Futures,2.5,50.0
Fundamental Financial Math,2.5,50.0
FX Commodity Chart Trading Patterns for Success,2.5,50.0
Building Web Apps Using Flask and Neo4j,2.5,50.0
Fundraising Success: The Art & Science of Major Gifts,2.5,50.0
How to invest in Gold,2.5,50.0
Venture Capital. What is it and Why it Matters to You!,2.5,50.0
"Euphonium Solos: Learn to Perform Three Fun, Unique Pieces!",2.5,50.0
PHP Security,2.5,50.0
Raising Capital for Your Business,2.5,50.0
Aprende escalas y arpegios Vol.2 : Modo menor,2.5,50.0
CoffeeScript: The Good Parts—Write Better javaScript,2.5,50.0
Create WordPress Plugins,2.5,50.0
Transfer Pricing A Complete Analysis,2.5,50.0
Learn Guitar: Zero to Guitar Fingerpicking in 30 days,2.5,50.0
Learn Piano Scales: Play any song in any key! Like Pro's do,2.5,50.0
Basic Technical Analysis,2.5,50.0
Aprende a tocar el teclado como los expertos,2.5,50.0
Aprende a tocar blues en el piano y teclado,2.5,50.0
Guitar Insanity Workout - Eatmystrings!,2.5,50.0
"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",2.5,50.0
Forex SOS Course: Trading Tweaks And Working Forex Strategy,2.5,50.0
How To Sell Practically Anything: Professional Design Mockup,2.5,50.0
Equity Products,2.5,50.0
Aprende a tocar el violín desde cero,2.5,50.0
How to Design Simple Promotional Materials in Photoshop,2.5,55.0
Ready for Production with Spring Boot Actuator,2.5,55.0
Quick & Easy Piano Chords: Play more songs with more chords,2.5,55.0
Learn how to double your Forex Trading Account in one trade,2.5,60.0
Double your Forex Account using the MAGIC MA trading robot,2.5,65.0
Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,2.5,70.0
Adobe photoshop The  Flying Land compositing,2.5,70.0
Learn PHP CodeIgniter Framework with AJAX and Bootstrap,2.5,75.0
JavaScript Promises: Applications in ES6 and AngularJS,2.5,75.0
Financial Model Fundamentals-Learn the Essential Skills,2.5,75.0
Understand Core Finance Principles in 60 Minutes,2.5,75.0
JavaScript Rockstar How to create Incredible Useful code,2.5,75.0
Have Fun with Beginner Blues Piano,2.5,75.0
"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""",2.5,75.0
JavaScript DOM Dynamic Web interactive content Boot Camp,2.5,75.0
60 Minutes to Fundamental Accounting Skills,2.5,75.0
Learn the Viola - Scales and Fundamentals,2.5,80.0
Learn Photoshop Quickly (For Bloggers & Web Images),2.5,80.0
OpenCV Computer Vision Application Programming ,2.5,85.0
Css For Beginners,2.5,85.0
ABC DO VIOLÃO E GUITARRA,2.5,85.0
Aprenda a Investir seu Dinheiro,2.5,85.0
Trader sur le Forex avec Ichimoku,2.5,90.0
Book Design With MS Word And Canva ,2.5,95.0
Trumpet Lessons For Beginners,2.5,95.0
Option Trading for Rookies: Basic Option Strategies,2.5,95.0
Portrait Typography in Photoshop - Anyone can do Typography,2.5,95.0
Options Trading Introduction: Day Trade Stock Options,2.5,95.0
Drum Lessons For Beginners,2.5,95.0
Financial Modeling: Build a Complete DCF Valuation Model,2.5,95.0
GraphicDesign Studio,2.5,95.0
Wordpress Security,2.5,95.0
Practical CSS Website Development: Crash Course ,2.5,95.0
Introduction to Gypsy Jazz Guitar,2.5,95.0
Trade for Profit: Find-Trade Stocks Successfully Arabic عربي,2.5,95.0
"Trading Stock Chart Patterns For Immediate, Explosive Gains",2.5,95.0
Forex Trading vs Option Trading,2.5,95.0
Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,2.5,95.0
Become A Logo Designer ,2.5,95.0
Flute Lessons For Beginners,2.5,95.0
How to become a successful day trader,2.5,95.0
Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,2.5,95.0
Create a Membership Site with Wishlist Member & Wordpress,2.5,95.0
Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,2.5,95.0
